topico,tema,enunciado,resposta_certa,explicacao,resposta_user,id
tópico 3,"Classes de objetos e suas propriedades (vetores, listas, data.frames)","Questão:

A linguagem de programação R é amplamente utilizada em estatística e análise de dados, sendo frequentemente escolhida por sua capacidade de manipular e analisar uma ampla variedade de estruturas de dados. Com relação às classes de objetos em R, como vetores, listas e data.frames, avalie as afirmativas a seguir e escolha a opção correta:

I. Vetores em R podem armazenar elementos de diferentes tipos, como números, strings e valores lógicos, em uma única estrutura.

II. Listas são objetos heterogêneos que podem conter outros objetos de R, como vetores, listas e até mesmo data.frames, diferentemente de vetores que são homogêneos.

III. Data.frames são estruturas de dados bidimensionais onde cada coluna pode conter tipos de dados diferentes, mas cada linha deve conter dados do mesmo tipo para todas as suas colunas.

IV. As matrizes em R são uma extensão dos vetores e podem armazenar dados bidimensionais de diferentes tipos em cada entrada.

Assinale a alternativa correta sobre as propriedades das classes de objetos em R:

A) Somente as afirmativas II e III estão corretas.

B) Somente as afirmativas I e II estão corretas.

C) Todas as afirmativas estão corretas.

D) Somente as afirmativas II e IV estão corretas.

E) Somente a afirmativa II está correta.

",A,"

Explicação dos itens:

I. Esta afirmativa é incorreta porque vetores em R são homogêneos e só podem conter elementos de um mesmo tipo. Se elementos de diferentes tipos são combinados em um vetor, haverá uma coerção para que todos os elementos sejam do mesmo tipo.

II. Esta afirmativa é correta porque listas em R podem conter diferentes tipos de elementos e estruturas, incluindo vetores, outras listas e data.frames.

III. Esta afirmativa é correta pois um data.frame em R é uma coleção de vetores de mesmo comprimento, onde cada vetor (coluna) pode conter um tipo diferente de dado, mas todas as colunas seguem a mesma lógica de organização por linha.

IV. Esta afirmativa é incorreta. As matrizes em R não podem armazenar dados de diferentes tipos; elas seguem a mesma regra dos vetores, sendo estruturas homogêneas. Se qualquer elemento de uma matriz possuir um tipo diferente, todos serão convertidos (coerção) para serem compatíveis entre si.",C,725214
tópico 2,Contexto de IA: Enriquecimento,"Questão: A aplicação do conceito de enriquecimento no contexto da Inteligência Artificial (IA) é uma operação crucial no processamento e análise de grandes conjuntos de dados, contribuindo para a melhoria da acurácia dos modelos de aprendizado de máquina. Qual das seguintes alternativas descreve melhor o enriquecimento de dados no contexto da IA?

A) A redução da dimensão dos dados através de métodos como Principal Component Analysis (PCA), visando diminuir a complexidade computacional dos modelos.
B) O processo de limpar e organizar os dados removendo informações duplicadas ou inconsistentes, sem adicionar novas informações externas.
C) A transformação de dados brutos em um formato estruturado mais adequado para a modelagem, mas sem incluir dados externos ao conjunto original.
D) A adição de novas variáveis ou características provenientes de fontes externas, que podem ser relevantes para o modelo, aumentando assim seu potencial preditivo.
E) A codificação de variáveis categóricas em valores numéricos utilizando técnicas como One-Hot Encoding, mantendo-se estritamente dentro do conjunto de dados original.

",D,"

Explicação dos itens:

A) Incorreta. PCA é uma técnica de redução de dimensionalidade e não se caracteriza como enriquecimento, pois busca simplificar os dados sem adicionar novos contextos ou variáveis.
B) Incorreta. A limpeza de dados é importante, mas não representa enriquecimento, pois não expande o conjunto de dados com informações adicionais, apenas organiza o existente.
C) Incorreta. Embora a estruturação de dados seja um passo importante antes da modelagem, o enriquecimento implica a introdução de novos dados ou características, não apenas a transformação do formato dos dados já disponíveis.
D) Correta. O enriquecimento de dados no contexto de IA geralmente envolve a adição de novas informações ou características de fontes externas ao conjunto de dados original, proporcionando assim um contexto mais rico para a construção de modelos preditivos.
E) Incorreta. A codificação de variáveis categóricas, como One-Hot Encoding, é uma técnica de pré-processamento que adapta os dados para técnicas de aprendizado de máquina, mas não é um enriquecimento, já que não adiciona dados externos.",D,2689611
tópico 0,Ingestão de dados em lote (batch),"Questão:
A ingestão de dados em lote, ou batch data ingestion, é uma técnica comumente utilizada em ambientes de Big Data para o processamento de grandes volumes de informações que não exigem análise em tempo real. Considerando as estratégias de implementação de sistemas de batch data ingestion em um Data Lake corporativo, analise os itens a seguir e identifique qual opção apresenta somente característica(s) verdadeira(s) associada(s) a este tipo de ingestão:

A) Os dados são processados em micro-batches, permitindo análises quase em tempo real e garantindo uma menor latência na disponibilização dos dados.
B) A ingestão em lote geralmente ocorre em intervalos de tempo programados ou desencadeada por eventos específicos, e não de forma contínua.
C) Este tipo de ingestão não permite a manipulação de diferentes formatos de dados, limitando-se a dados estruturados como tabelas em bancos de dados relacionais.
D) A ingestão em lote é ideal para cenários onde é necessário processamento em tempo real, como monitoramento de transações financeiras online.
E) A escalabilidade e a manutenção são aspectos complicados na ingestão de dados em lote devido ao alto nível de intervenção manual requerido.

",B,"

Explicações dos itens:

A) Incorreto. O processamento em micro-batches é associado com sistemas de processamento de stream, que permitem análises quase em tempo real, enquanto a ingestão em lote lida com grandes volumes de dados de uma vez, geralmente com latência mais alta.

B) Correto. A ingestão em lote acontece em janelas predefinidas de tempo ou como resposta a eventos específicos, diferentemente do processamento de fluxo contínuo que caracteriza a ingestão de dados em tempo real. Este intervalo de processamento pode ser horário, diário ou outro intervalo definido conforme a necessidade do negócio.

C) Incorreto. Sistemas de ingestão de dados em lote podem manipular diversos formatos de dados, incluindo dados estruturados, semi-estruturados e não estruturados. A flexibilidade para lidar com diferentes formatos é uma das vantagens deste tipo de sistema.

D) Incorreto. A ingestão em lote não é o ideal para processamento em tempo real, que é necessário em casos como monitoramento de transações onde a ação imediata é crítica. O processamento em lote possui latência inerente devido ao modo como os dados são coletados e processados.

E) Incorreto. Embora a ingestão em lote possa ter desafios de escalabilidade e manutenção, esses não são aspectos necessariamente complicados. Muitas soluções de Big Data oferecem ferramentas para automatizar e facilitar a escalabilidade e manutenção do sistema de ingestão. Além disso, a afirmação de que requer alto nível de intervenção manual é muito genérica e não necessariamente verdadeira com o uso de ferramentas e plataformas modernas de gerenciamento de dados.",B,4359037
tópico 4,"Diagramas causais: gráficos acíclicos dirigidos; variáveis confundidoras, colisoras e de mediação","Questão:
Em estudos estatísticos e de causalidade, especialmente na área de epidemiologia, os Diagramas Acíclicos Dirigidos (DAGs) são utilizados para representar as relações causais entre diversas variáveis. É de suma importância distinguir os diferentes papéis que as variáveis podem desempenhar em um DAG. Considere as seguintes definições:

I. Variáveis Confundidoras: são variáveis que afetam tanto a variável de exposição quanto o desfecho, podendo criar uma associação espúria ou ocultar uma associação verdadeira entre eles.

II. Variáveis Colisoras: Quando duas variáveis independentes influenciam uma terceira variável, que é o colisor, o controle estatístico deste pode induzir uma associação artificial entre as variáveis que de outra forma seriam independentes.

III. Variáveis de Mediação: Uma variável mediadora é aquela que transmite o efeito de uma variável de exposição para a variável de desfecho.

Dado um DAG em que há uma trajetória causal da variável A para B, e de B para C, e também uma trajetória direta de A para C. Se um pesquisador está interessado em estabelecer a relação causal entre A e C, controlando B, qual seria o papel de B nessa análise?

A) B é um confundidor e deve ser controlado para estabelecer a relação causal entre A e C.
B) B é um colisor e seu controle pode induzir uma associação artificial entre A e C.
C) B é uma variável de mediação e seu controle pode bloquear parte do efeito causal de A sobre C.
D) B é uma variável independente e o seu controle não altera a relação causal entre A e C.
E) B é uma variável colidora e deve ser controlada para revelar a relação causal verdadeira entre A e C.

",C,"

A alternativa correta é a letra C. B atua como uma variável de mediação entre A e C, onde o efeito de A em C passa por B. Controlar B significa que o pesquisador está bloqueando o caminho mediador, o que poderia impedir a observação do efeito total de A em C, incluindo o efeito indireto através de B. O conceito de mediação é essencial em análises causais para compreender os mecanismos pelos quais uma exposição afeta o desfecho. A alternativa A está incorreta porque um confundidor afeta tanto a exposição quanto o desfecho, mas não faz parte do caminho causal entre eles. A alternativa B está incorreta porque o colisor é uma variável que é afetada por duas outras variáveis, e controlá-la poderia criar uma associação espúria; que não é o caso apresentado na pergunta. A alternativa D está incorreta porque B não é independente neste contexto, já que está no caminho entre A e C. A alternativa E também está incorreta pois confunde as definições de colisor e mediador.",D,3085055
tópico 4,"Diagramas causais: gráficos acíclicos dirigidos; variáveis confundidoras, colisoras e de mediação","Questão: Em um estudo epidemiológico sobre a relação entre a exposição ao fumo passivo (F) e o desenvolvimento de doenças cardíacas (D), os pesquisadores identificam uma variável potencialmente relacionada a ambas, o nível de estresse (E). Um diagrama causal é esboçado para representar as possíveis relações entre essas variáveis, levantando a hipótese de que o estresse possa ser uma variável confundidora, colisora ou de mediação. Com base nos princípios dos diagramas causais e dos conceitos associados às variáveis em estudos epidemiológicos, qual das seguintes estruturas gráficas acíclicas dirigidas (DAGs) representa corretamente o nível de estresse como uma variável colisora no contexto da relação entre fumo passivo e doenças cardíacas?

A) F → D ← E
B) F ← E → D
C) F → E → D
D) E → F → D
E) F → D; E → D

",B,"

Explicação dos itens:

A) Representa o nível de estresse como uma variável confundidora, pois está causando tanto a exposição ao fumo passivo quanto as doenças cardíacas, sendo uma fonte comum de variação para ambas.

B) Essa opção é correta pois mostra o estresse como uma variável colisora ou efeito colisor, onde a exposição ao fumo passivo e o desenvolvimento de doenças cardíacas convergem para o estresse, mas não há um caminho direto entre F e D.

C) Demonstra o estresse como uma variável de mediação, indicando que a exposição ao fumo passivo afeta o nível de estresse, que por sua vez influencia o desenvolvimento de doenças cardíacas, representando uma cadeia causal.

D) Sugere que o estresse causa exposição ao fumo passivo, que por sua vez causa doenças cardíacas, não incorporando a relação de colisão entre as variáveis

E) Representa uma confusão parcial, onde o estresse é um confundidor apenas para a relação entre doenças cardíacas e ele próprio, mas não entre fumo passivo e doenças cardíacas.",D,8808143
tópico 0,Armazenamento de big data,"Questão:
Em um cenário de big data, onde o volume, a variedade e a velocidade dos dados são significativamente elevados, a escolha do sistema de armazenamento é fundamental para garantir a eficiência e eficácia no processamento e análise desses dados. Considerando os sistemas de armazenamento mais comuns nesse contexto, analise as seguintes afirmativas sobre suas características e aplicações:

I. HDFS (Hadoop Distributed File System) é uma solução de armazenamento que divide os dados em blocos distribuídos em vários nós, oferecendo alta disponibilidade e escalabilidade horizontal, sendo particularmente útil em ambientes que processam grandes quantidades de dados não estruturados.

II. NoSQL é um tipo de banco de dados que pode tratar grandes volumes de dados com esquemas dinâmicos, sendo adequado para dados semi-estruturados e não estruturados, mas com a desvantagem de não suportar transações ACID (Atomicidade, Consistência, Isolamento e Durabilidade).

III. Sistemas de armazenamento baseados em armazenamento em nuvem, como Amazon S3 e Google Cloud Storage, oferecem serviços de armazenamento de objetos com durabilidade e disponibilidade elevadas, mas podem apresentar latências mais altas para acessos frequentes e pequenas leituras/gravações comparativamente aos sistemas locais.

Está(ão) correta(s) a(s) afirmativa(s):

A) I apenas.
B) II apenas.
C) I e III apenas.
D) I, II e III.
E) II e III apenas.

",C,"

Explicação:

I. Correta. O HDFS é um sistema de arquivos distribuído que permite o armazenamento de grandes volumes de dados em clusters de computadores. Ele foi desenhado para ser robusto a falhas, mantendo o sistema altamente disponível e escalável horizontalmente, o que o torna ideal para processar grandes quantidades de dados não estruturados.

II. Incorreta. Embora os bancos de dados NoSQL sejam projetados para gerenciar grandes volumes de dados e tenham esquemas flexíveis para se adaptar a dados semi-estruturados e não estruturados, a afirmativa de que eles não suportam transações ACID como uma desvantagem generalizada é incorreta. Alguns bancos de dados NoSQL, como MongoDB e Apache Cassandra, têm se esforçado para oferecer suporte a transações ACID ou aspectos dessas transações.

III. Correta. Os serviços de armazenamento em nuvem como Amazon S3 e Google Cloud Storage fornecem armazenamento de objetos altamente durável e disponível. No entanto, devido à natureza da armazenagem em nuvem, acessos frequentes e operações de pequenas leituras/gravações podem experimentar latências mais altas do que operações em sistemas de armazenamento local, que não estão sujeitas à latência de rede.",A,3978768
tópico 0,Ingestão de dados em streaming,"Questão:
A ingestão de dados em streaming é um processo fundamental no cenário de big data, onde o fluxo contínuo de dados é processado e analisado em tempo real. Uma empresa de telecomunicações deseja implementar uma solução de ingestão de dados para monitorar e analisar chamadas telefônicas em tempo real. Dentre as seguintes alternativas, qual representa a melhor escolha de tecnologia para lidar com grandes volumes de dados em streaming, oferecendo alta disponibilidade, escalabilidade e baixa latência?

A) Base de dados relacional tradicional, otimizada com índices e clusters.
B) Hadoop Distributed File System (HDFS) com processamento batch periódico.
C) Apache Kafka combinado com Spark Streaming para processamento em tempo real.
D) Sistema de arquivos local (como ext4 ou NTFS) com scripts cron para processamento periódico.
E) Base de dados NoSQL orientada a colunas, como o Apache Cassandra, sem um sistema de processamento de stream.

",C,"

Explicação dos itens:

A) Base de dados relacional tradicional não é adequada para processamento de dados em streaming devido à sua estrutura rígida e escalabilidade limitada.

B) Hadoop Distributed File System (HDFS) é otimizado para processamento batch e não para processamento em tempo real, o que torna essa escolha inadequada para a necessidade de processamento de streaming em tempo real.

C) Apache Kafka é um sistema de mensageria distribuído projetado para lidar com altos volumes de dados em streaming, enquanto o Spark Streaming fornece capacidades de processamento em tempo real. A combinação dos dois oferece uma solução robusta para os requisitos da empresa.

D) Sistema de arquivos local com scripts cron é uma abordagem simplista e não escalável, inadequada para processamento em tempo real e grandes volumes de dados.

E) Bases de dados NoSQL orientadas a colunas são efetivas para armazenamentos de grandes volumes de dados com alta performance de leitura e gravação, mas, por si só, sem um sistema de processamento de stream, não seria suficiente para atender aos requisitos de processamento em tempo real.",C,9217129
tópico 1,Álgebra relacional e SQL (padrão ANSI),"Questão: Considere duas tabelas de um banco de dados relacional, Cliente (CodCliente, NomeCliente, Email) e Pedido (NumPedido, DataPedido, CodCliente), onde Cliente.CodCliente é chave primária para a tabela Cliente e Pedido.CodCliente é chave estrangeira que referencia Cliente.CodCliente. Pretende-se realizar uma consulta SQL para listar todos os clientes que fizeram mais de três pedidos no ano de 2022. Qual das seguintes alternativas representa corretamente essa consulta em padrão ANSI SQL?

A) SELECT NomeCliente FROM Cliente WHERE CodCliente IN (SELECT CodCliente FROM Pedido GROUP BY CodCliente HAVING COUNT(NumPedido) > 3 AND YEAR(DataPedido) = 2022);

B) SELECT NomeCliente FROM Cliente, Pedido WHERE Cliente.CodCliente = Pedido.CodCliente AND COUNT(Pedido.NumPedido) > 3 AND YEAR(Pedido.DataPedido) = 2022 GROUP BY Cliente.NomeCliente;

C) SELECT NomeCliente FROM Cliente LEFT JOIN Pedido ON Cliente.CodCliente = Pedido.CodCliente WHERE COUNT(Pedido.NumPedido) > 3 AND YEAR(Pedido.DataPedido) = 2022 GROUP BY Cliente.NomeCliente;

D) SELECT NomeCliente FROM Cliente JOIN (SELECT CodCliente FROM Pedido WHERE YEAR(DataPedido) = 2022 GROUP BY CodCliente HAVING COUNT(NumPedido) > 3) AS Pedidos2022 ON Cliente.CodCliente = Pedidos2022.CodCliente;

E) SELECT NomeCliente FROM Cliente INNER JOIN Pedido ON Cliente.CodCliente = Pedido.CodCliente GROUP BY Cliente.NomeCliente HAVING COUNT(Pedido.NumPedido) > 3 AND YEAR(Pedido.DataPedido) = 2022;

",D," 

Explicação dos itens:

A) Incorreto. O sub-select nesta consulta não aplica o filtro do ano diretamente ao agrupamento, sendo aplicado somente depois de realizar a contagem, o que pode incluir pedidos de outros anos.

B) Incorreto. A consulta está utilizando uma junção implícita entre as tabelas Cliente e Pedido (produto cartesiano) e também coloca a função de agregação COUNT no WHERE, o que não é permitido. As funções de agregação devem ser utilizadas no HAVING após um GROUP BY.

C) Incorreto. Similar ao item B, ela tenta utilizar a função de agregação COUNT no WHERE, que deveria estar no HAVING. Além disso, a junção LEFT JOIN não é necessária, já que precisamos apenas de clientes com pedidos.

D) Correto. Esta consulta utiliza uma sub-query que primeiro filtra os pedidos do ano de 2022 e agrupa os pedidos por cliente, contando o número de pedidos. Somente então são selecionados os clientes que possuem mais de três pedidos neste ano. A junção é realizada entre a tabela Cliente e o resultado da sub-consulta, garantindo assim que apenas os clientes com mais de três pedidos em 2022 sejam listados.

E) Incorreto. Ainda que essa consulta realize a junção correta das tabelas e o agrupamento, a condição do ano em YEAR(Pedido.DataPedido) = 2022 está localizada incorretamente no HAVING quando deveria estar no WHERE, pois se refere a uma condição de linha e não de agrupamento.",E,3748637
tópico 1,"Banco de dados relacional: SQL Server, PostgreSQL, MySQL","Questão: Em um cenário de alta demanda por performance em uma aplicação de banco de dados relacional que envolve o SQL Server, PostgreSQL e MySQL, um DBA precisa escolher uma estratégia para implementar índices eficientes. Considerando as características de índices de cada sistema gerenciador de banco de dados (SGBD), avalie as seguintes afirmações:

I. O índice ""Clustered"" no SQL Server define a ordenação física dos dados na tabela, e uma tabela pode ter apenas um índice desse tipo.
II. O PostgreSQL utiliza o método de índice B-tree por padrão, mas suporta uma variedade de tipos de índices, incluindo hash, GiST, SP-GiST, GIN e BRIN.
III. O MySQL possui o índice FULLTEXT, que é ideal para realizar buscas rápidas em colunas que armazenam grandes quantidades de texto, mas não é suportado em tabelas com o motor de armazenamento InnoDB.

Assinale a alternativa que indica todas as afirmações verdadeiras.

A) Apenas I.
B) Apenas II.
C) I e II.
D) I e III.
E) II e III.

",C," 
A alternativa correta é a letra C.

I. Verdadeiro. No SQL Server, um índice ""Clustered"" altera a ordem física de armazenamento dos dados em uma tabela e uma tabela pode possuir somente um desses índices, pois ele define a ordenação dos registros.

II. Verdadeiro. O PostgreSQL oferece diversas opções de índices. O método B-tree é o padrão, e os outros tipos (hash, GiST, SP-GiST, GIN e BRIN) são usados para casos específicos onde podem oferecer melhor performance.

III. Falso. No MySQL, é verdade que o índice FULLTEXT é usado para indexar colunas de texto para pesquisas rápidas em texto. No entanto, a afirmação está desatualizada. Embora nas versões iniciais o índice FULLTEXT não fosse suportado no motor InnoDB, desde o MySQL 5.6 o motor InnoDB também suporta índices FULLTEXT.",B,9066212
tópico 2,Matching,"Questão:
De acordo com a teoria dos grafos, o problema de Matching, também conhecido como emparelhamento ou casamento, pode ser aplicado em diversas situações práticas. Seja G = (V, E) um grafo bipartido, com conjuntos de vértices V1 e V2, onde |V1| = |V2| = n, e E o conjunto de arestas que conectam vértices de V1 a vértices de V2. Considerando um Matching M perfeito neste grafo, qual das seguintes afirmações é verdadeira?

A) A cardinalidade de M é igual a n/2.
B) Cada vértice de V1 é conectado por M a exatamente dois vértices de V2.
C) É garantido que exista um ciclo Hamiltoniano em G.
D) M contém todas as arestas do grafo G.
E) Nenhum vértice de V1 compartilha a mesma aresta em M com outro vértice de V1.

",E,"

Explicação dos itens:

A) A cardinalidade de M é igual a n/2. - Incorreta, pois em um Matching perfeito, todos os vértices são emparelhados, o que significa que a cardinalidade de M seria n, e não n/2.

B) Cada vértice de V1 é conectado por M a exatamente dois vértices de V2. - Incorreta, cada vértice em V1 é pareado com exatamente um vértice de V2 em um Matching perfeito.

C) É garantido que exista um ciclo Hamiltoniano em G. - Incorreta, a existência de um Matching perfeito não garante um ciclo Hamiltoniano, que é um ciclo que passa por todos os vértices uma única vez sem repetição.

D) M contém todas as arestas do grafo G. - Incorreta, M é um conjunto de arestas que não compartilha vértices, e nem todas as arestas de G necessariamente serão parte de M, particularmente se houver mais arestas do que vértices.

E) Nenhum vértice de V1 compartilha a mesma aresta em M com outro vértice de V1. - Correta, em um Matching perfeito, cada vértice é conectado a um único parceiro, o que significa que não há compartilhamento de arestas entre os vértices de V1 - e o mesmo vale para os vértices de V2.",,9939381
tópico 1,Banco de dados NoSQL,"Questão: Qual das seguintes opções melhor descreve o modelo de consistência de dados ""Eventual Consistency"" comumente encontrado em sistemas de banco de dados NoSQL?

A) Eventual Consistency é uma estratégia que garante que todas as transações são processadas apenas uma vez, de forma sequencial, o que pode resultar em desempenho diminuído em sistemas distribuídos.

B) No modelo Eventual Consistency, as atualizações são sincronizadas em todos os nós imediatamente, garantindo que leituras subsequentes reflitam as últimas alterações com consistência forte.

C) Eventual Consistency permite que cópias de dados possam divergir temporariamente, assegurando que, eventualmente, todas as réplicas dos dados se tornarão consistentes se nenhum novo update for feito.

D) Esse modelo assegura que os dados estarão consistentes apenas durante transações, mas, após sua conclusão, não há garantia de que réplicas de dados serão consistentes em diferentes nós.

E) Eventual Consistency refere-se a um modelo no qual a consistência dos dados é verificada em tempo real por um sistema centralizado de gerenciamento, que atualiza todas as réplicas de forma síncrona.

",C,"

Explicação dos itens:

A) Este item está incorreto porque Eventual Consistency não se preocupa com o processamento sequencial de transações, nem implica necessariamente um desempenho diminuído.

B) Está errado porque Eventual Consistency não implica em sincronização imediata das atualizações em todos os nós, nem consistência forte nas leituras subsequentes. Na verdade, é o oposto disso.

C) Esta é a resposta correta. Eventual Consistency é um modelo de consistência em bancos de dados distribuídos NoSQL onde se aceita que, por algum tempo, diferentes cópias de dados possam não estar iguais (ou seja, podem divergir temporariamente), mas eventualmente, após um período sem atualizações, elas se tornarão consistentes.

D) Este item é falso, pois Eventual Consistency não se aplica apenas durante as transações. É um modelo que lida com a consistência de réplicas de dados ao longo do tempo e não especificamente durante transações.

E) Esse conceito está errado porque Eventual Consistency não envolve um sistema centralizado de gerenciamento que atualiza todas as réplicas de forma síncrona; em vez disso, as atualizações podem ocorrer de maneira assíncrona, e a consistência é alcançada ao longo do tempo, não em tempo real.",B,4784808
tópico 0,Conceitos de processamento massivo e paralelo,"Questão: No contexto de sistemas de processamento de dados em larga escala, é essencial compreender os conceitos fundamentais que regem o processamento massivo e paralelo. Considerando um cenário de análise de grandes conjuntos de dados (Big Data), quais dos seguintes afirmativas estão corretas em relação ao MapReduce, um modelo de programação popular para processamento de dados em larga escala?

I. O MapReduce permite a distribuição automática do processamento de dados em um cluster de computadores, o que aumenta a redundância e a tolerância a falhas no processamento dos dados.
II. No modelo de programação MapReduce, a etapa ""Map"" é responsável por ordenar os pares chave-valor produzidos, garantindo que os dados estejam organizados para a etapa ""Reduce"".
III. A etapa ""Reduce"" do MapReduce consome os pares chave-valor fornecidos pela etapa ""Map"", realizando operações de agregação ou resumo, como soma, média ou contagem.
IV. MapReduce é tipicamente implementado sobre sistemas de arquivos distribuídos, como o HDFS (Hadoop Distributed File System), que suportam armazenamento e recuperação eficiente de grandes quantidades de dados.

A) Apenas I e IV são corretas.
B) Apenas II e III são corretas.
C) Apenas I, III e IV são corretas.
D) Apenas I e II são corretas.
E) Todas as afirmativas são corretas.

",C," 

Explicação dos itens:

I. Correto. O MapReduce foi projetado para processar grandes volumes de dados de forma distribuída, aumentando a redundância e tolerância a falhas através de replicação de tarefas e dados em um cluster.

II. Incorreto. A etapa ""Map"" é responsável por processar os dados de entrada e gerar pares chave-valor. A organização e ordenação destes pares ocorre entre as etapas ""Map"" e ""Reduce"" em uma fase intermediária denominada ""Shuffle"".

III. Correto. A função ""Reduce"" do MapReduce, de fato, processa cada grupo de valores associados a uma chave específica, permitindo a realização de operações de agregação e síntese dos dados.

IV. Correto. O MapReduce geralmente opera em conjunto com sistemas de arquivos distribuídos, como o HDFS, que são otimizados para armazenamento e acesso a grandes volumes de dados distribuídos por um cluster de máquinas.

Portanto, as afirmativas I, III e IV estão corretas, enquanto a afirmativa II está incorreta, por isso a alternativa C) é a correta.",C,4924220
tópico 1,"Banco de dados e formatos de arquivo orientado a colunas: Parquet, MonetDB, duckDB","Questão:
A análise e processamento de grandes volumes de dados exigem soluções eficientes de armazenamento e consulta. Os bancos de dados e formatos de arquivos orientados a colunas, como Parquet, MonetDB e DuckDB, apresentam características distintas que os tornam apropriados para diferentes contextos de uso em análises de dados. Com base no cenário descrito, analise as afirmações a seguir:

I. O Parquet é um formato de arquivo otimizado para operações de leitura e escrita em HDFS (Hadoop Distributed File System), oferecendo alta compressão e eficiência em consultas analíticas.

II. MonetDB é um banco de dados relacional pioneiro ao empregar uma arquitetura orientada a colunas, sendo desenhado para operações OLTP (Online Transaction Processing) com foco em rápido processamento de transações.

III. DuckDB é um banco de dados orientado a colunas, desenhado para ser leve e mais adequado para cenários OLAP (Online Analytical Processing), com ênfase em análises e consultas ad-hoc de dados.

IV. Parquet e DuckDB são específicos para ambientes distribuídos, enquanto MonetDB é mais utilizado em ambientes single-node devido à sua arquitetura interna.

Assinale a opção que indica as afirmações corretas.

A) I e III apenas
B) I, II e IV apenas
C) II e III apenas
D) I, II e III apenas
E) Todas as afirmações estão corretas

",A,"

Explicação dos itens:

I. Correta. O Parquet é um formato de arquivo columnar, amplamente utilizado no ecossistema Hadoop, concebido para oferecer uma compactação eficiente e otimizado para trabalho em sistemas de arquivos distribuídos como o HDFS, beneficiando cargas de trabalho de leitura intensiva como as típicas em consultas analíticas.

II. Incorreta. MonetDB é de fato um banco de dados orientado a colunas, mas ele é focado em análises OLAP (Online Analytical Processing) e não OLTP. Ele é projetado para otimizar consultas complexas de análises e não para processamento rápido de transações.

III. Correta. DuckDB é um banco de dados analítico orientado a colunas. É projetado para ser um sistema de gestão de base de dados embutido, leve e voltado para cenários OLAP, onde a análise de dados e as consultas ad-hoc são a prioridade.

IV. Incorreta. O Parquet é um formato de arquivo e não um sistema de banco de dados, e por si só, não é específico para ambientes distribuídos, embora seja comum seu uso em tais ambientes. DuckDB é projetado para ser um mecanismo de banco de dados embutido e pode funcionar tanto em ambientes simples como distribuídos. MonetDB pode ser utilizado tanto em ambientes single-node como em distribuídos, mas é conhecido por sua eficiência em ambientes single-node.",A,4172218
tópico 3,Linguagem de programação Scala,"Questão: 
Considere as seguintes declarações de código em Scala:

```scala
abstract class Instrumento {
  def tocar: String
}

class Piano extends Instrumento {
  def tocar = ""Piano está tocando""
}

class Violino extends Instrumento {
  def tocar = ""Violino está tocando""
}

object Orquestra {
  def iniciarConcerto(instrumentos: List[Instrumento]) = {
    instrumentos.map(_.tocar).mkString("", "")
  }
}

val instrumentos = List(new Piano, new Violino)
println(Orquestra.iniciarConcerto(instrumentos))
```

Quando o método `iniciarConcerto` da classe `Orquestra` é invocado, o que é impresso na saída padrão?

A) ""Piano está tocando, Violino está tocando""
B) ""Instrumento está tocando, Instrumento está tocando""
C) A compilação do código falha devido a um erro de tipo nas classes `Piano` e `Violino`.
D) NullPointerException é lançado durante a execução.
E) Nada é impresso porque o método `iniciarConcerto` não possui um comando de impressão.

",A," 
Explicação dos itens:
A) Este item é a resposta correta. O método `iniciarConcerto` invoca a função `tocar` em cada elemento da lista de `Instrumento`, e a sequência de representações de strings resultantes (""Piano está tocando"", ""Violino está tocando"") é unida em uma única string com vírgulas entre elas.

B) Este item está incorreto porque cada classe que estende `Instrumento` fornece sua própria implementação de `tocar`, resultando em strings específicas para cada tipo de instrumento.

C) Este item está incorreto. As classes `Piano` e `Violino` estendem a classe abstrata `Instrumento` corretamente ao fornecerem suas próprias implementações da função abstrata `tocar`, permitindo que a compilação seja bem-sucedida.

D) Este item está incorreto porque não há operações no código fornecido que resultariam em um `NullPointerException`.

E) Este item está incorreto pois, embora o método `iniciarConcerto` por si só não imprima nada, a última linha de código no exemplo invoca `println` e passa o resultado de `iniciarConcerto` como argumento, causando a impressão da string composta na saída padrão.",A,2777498
