topico,tema,enunciado,resposta_certa,explicacao,id
tópico 0,Ingestão de dados em lote (batch),"Questão: No contexto de um Data Warehouse em uma organização de grande porte, a ingestão de dados em lote é frequentemente utilizada para alimentar os sistemas de análise com informações provenientes de fontes heterogêneas. Considerando os princípios e as melhores práticas para a ingestão de dados em lote, qual das seguintes opções melhor descreve uma abordagem eficiente para o processamento e incorporação de grandes volumes de dados em uma base regular?

A) Ingerir os dados em lotes pequenos e frequentes, para minimizar o impacto no desempenho do sistema e garantir a consistência dos dados.

B) Utilizar a técnica de ingestão em tempo real para todos os tipos de dados, assegurando que a base de dados esteja sempre atualizada e pronta para análises instantâneas.

C) Implementar um mecanismo de processamento em lote que seja executado em horários de pico de atividades, assegurando que os dados serão imediatamente disponíveis para os usuários.

D) Empregar um agendamento de ingestão de dados em lote durante janelas de baixa atividade do sistema, para evitar sobrecargas e otimizar o processo de ETL (Extract, Transform, Load).

E) Priorizar a ingestão em lote de dados não estruturados, enquanto dados estruturados devem ser processados individualmente para garantir a integridade e precisão.

",D," 

Explicação dos itens:

A) Ingerir dados em lotes pequenos e frequentes pode ser benéfico para alguns casos de uso, mas não necessariamente reflete uma abordagem eficiente para o processamento de grandes volumes de dados em um Data Warehouse, pois pode aumentar a complexidade do gerenciamento de dados e a carga no sistema de processamento.

B) A utilização da técnica de ingestão em tempo real é ideal para dados que exigem atualização instantânea, mas pode não ser prática ou custo-efetiva para todos os tipos de dados em uma organização de grande porte, especialmente quando o volume é muito alto.

C) Executar processos de ingestão em horários de pico contraria as práticas recomendadas, uma vez que não só degradaria o desempenho do sistema durante os períodos de alta demanda, mas também poderia prejudicar a disponibilidade dos dados para os usuários.

D) O agendamento de ingestão de dados durante períodos de baixa atividade no sistema permite que o processamento de ETL seja realizado com menor impacto no desempenho geral do sistema e reduz a probabilidade de sobrecargas, o que o torna uma prática eficiente para o processamento de informações em lote.

E) A priorização de ingestão de dados com base em seu formato (estruturado ou não-estruturado) não é uma estratégia eficaz generalizada. Ambos os tipos de dados podem ser ingeridos em lote e a melhor prática deve ser determinada pelo caso de uso específico e requisitos de processamento de dados.",6952005
tópico 0,Ingestão de dados em streaming,"Questão: Em um ecossistema de Big Data, a ingestão de dados em streaming é um componente vital para garantir que fluxos contínuos de dados sejam coletados, processados e disponibilizados para análise em tempo quase real. Uma empresa deseja implementar um sistema de ingestão de dados em streaming que seja capaz de lidar com picos de carga e garantir a durabilidade dos dados, mesmo na presença de falhas de componente. Qual das seguintes tecnologias seria mais apropriada para atender a essa demanda?

A) Sistema de arquivos tradicional montado em um único servidor, com scripts personalizados para lidar com a ingestão de dados.
B) Banco de dados relacional clássico com alto desempenho em escrita e leitura, usando esquemas otimizados para operações transacionais.
C) Solução de banco de dados NoSQL orientada a colunas, projetada para escalonamento horizontal e forte consistência de gravação em múltiplos nós.
D) Plataforma de processamento de streams como Apache Kafka, que oferece alta disponibilidade, tolerância a falhas e capacidade de lidar com volumes variáveis de dados.
E) Sistema de armazenamento em nuvem baseado em objetos com capacidade de expansão automática e política de replicação entre vários data centers.

",D," 

Explicação dos itens:
A) Um sistema de arquivos tradicional não é projetado para lidar com a ingestão de dados em streaming de alta velocidade e pode se tornar um gargalo em termos de I/O e escalabilidade, além de não oferecer a resistência necessária a falhas.
B) Um banco de dados relacional pode enfrentar problemas de desempenho sob altas cargas de escrita de um fluxo de streaming, e esquemas otimizados para operações transacionais geralmente não são ideais para lidar com as grandes quantidades de dados não estruturados ou semi-estruturados comumente encontrados em cenários de streaming.
C) Bancos de dados NoSQL orientados a colunas podem ser adequados para casos de uso específicos, onde a análise em tempo real não é necessária, e eles se concentram mais na eficiência de leitura em grandes volumes de dados, do que em ingestão de alta velocidade.
D) Apache Kafka é uma plataforma distribuída projetada especificamente para a ingestão e processamento de grandes volumes de dados em streaming. Sua arquitetura garante alta disponibilidade, durabilidade dos dados e tolerância a falhas, tornando-a uma escolha apropriada para esse cenário.
E) Enquanto os sistemas de armazenamento em nuvem baseados em objetos são altamente escaláveis e confiáveis, eles não são normalmente otimizados para a ingestão de alta velocidade de dados em streaming e podem apresentar latências maiores na disponibilização dos dados para processamento em tempo real.",8426326
tópico 0,Soluções de big data: Arquitetura do ecossistema Spark,"Questão: Em um cenário de processamento de big data onde o tempo de resposta é um fator crítico, uma companhia opta por utilizar o Apache Spark em sua arquitetura devido às suas características de alta performance para processamento em memória. Considerando o ecossistema do Spark, qual componente desempenha um papel fundamental na otimização de tarefas e na construção de planos de execução lógica eficientes, permitindo o processamento de dados de forma mais rápida e eficaz?

A) Spark SQL
B) Spark Streaming
C) Spark Core
D) MLlib
E) GraphX

",A," 

Explicação dos itens:

A) Spark SQL: Correto. É o módulo do Apache Spark que suporta consultas SQL e a execução de operações SQL-like sobre DataFrames, otimizando a execução de tarefas através do Catalyst Optimizer que cria planos de execução lógica eficientes.

B) Spark Streaming: Incorreto. Este componente permite o processamento de fluxos contínuos de dados em tempo real, mas não está diretamente relacionado com a otimização de planos de execução de tarefas.

C) Spark Core: Incorreto. Embora seja o módulo base do Spark que fornece funcionalidades de processamento distribuído fundamentais, como abstração de RDDs e scheduling de tarefas, não é o principal responsável pela otimização de planos de execução lógica.

D) MLlib: Incorreto. MLlib é a biblioteca de machine learning do Spark, que fornece várias ferramentas para algoritmos de machine learning, mas não atua diretamente na otimização de planos de execução para processamento de dados.

E) GraphX: Incorreto. É o componente do Spark para processamento de grafos e análise de grafos distribuídos. Embora ofereça funcionalidades valiosas, seu foco não é a otimização de tarefas e planos de execução lógica no ecossistema do Spark.",6168943
tópico 0,"Arquitetura de cloud computing para ciência de dados (AWS, Azure, GCP)","Questão:
Considere que uma empresa de ciência de dados está avaliando a migração de seu ambiente de trabalho on-premises para uma solução de cloud computing, a fim de otimizar a execução de suas cargas de trabalho de Big Data e machine learning. Entre as opções de provedores de serviços em nuvem, estão AWS (Amazon Web Services), Azure (Microsoft) e GCP (Google Cloud Platform). Tendo em vista os serviços específicos para ciência de dados oferecidos por esses provedores, qual das seguintes alternativas apresenta uma associação correta entre o serviço e seu respectivo provedor?

A) Azure Machine Learning Studio - GCP
B) Google BigQuery - AWS
C) Amazon SageMaker - GCP
D) Azure HDInsight - Microsoft
E) Google Cloud Dataflow - AWS

",D," 
Alternativa A está incorreta porque o Azure Machine Learning Studio é um serviço da Microsoft, não do GCP. A alternativa B também é falsa, uma vez que o Google BigQuery é um serviço de big data no GCP e não no AWS. A alternativa C está errada porque o Amazon SageMaker é um serviço de machine learning da AWS, não do GCP. A alternativa E é incorreta já que o Google Cloud Dataflow é um serviço para processamento de dados em tempo real e batch do GCP e não da AWS. Portanto, a alternativa D é correta, pois o Azure HDInsight é um serviço de processamento de Big Data em nuvem oferecido pela Microsoft, que inclui ferramentas populares como Hadoop, Spark, Kafka e HBase.",5515385
tópico 0,Ingestão de dados em lote (batch),"Questão: Em um sistema de processamento Big Data, a ingestão de dados em lote desempenha um papel crucial na incorporação de vastas quantidades de dados para posterior análise e armazenamento em sistemas como Hadoop ou data warehouses. A implementação de uma solução eficiente de ingestão de dados em lote requer considerações apropriadas sobre as características dos dados e o contexto de uso. Suponha uma empresa que precisa incorporar dados históricos de transações financeiras diariamente de diferentes regionais para um data warehouse centralizado para uma análise de tendências de longo prazo. Qual das seguintes estratégias seria a mais adequada para a ingestão de dados em lote neste cenário?

A) Utilização de streaming de dados em tempo real para proporcionar uma visão atualizada e constante das transações.

B) Emprego de uma ferramenta de ETL (Extract, Transform, Load) para extrair dados ao longo do dia com cargas incrementais frequentes.

C) Implementação de um processo de ETL agendado para a noite, quando os sistemas de produção estão menos ativos, para transferir todos os dados do dia em um único lote.

D) Configuração de uma API de serviços web para permitir consultas pontuais aos dados de transações quando necessárias.

E) Adoção de uma abordagem de Change Data Capture (CDC) para rastrear e replicar apenas as mudanças ocorridas nas bases de dados, em tempo real.

",C,"

A alternativa correta é a letra C, uma vez que se adéqua ao contexto proposto de carregar grandes volumes de dados históricos de transações financeiras diariamente e na otimização do uso dos recursos, uma vez que a carga seria feita durante o período de baixa atividade nos sistemas de produção, reduzindo assim o impacto no desempenho do sistema e garantindo que a análise de tendência possa ser feita com o conjunto completo de dados do dia:

- A alternativa A é inadequada para o cenário, pois o foco é nos dados históricos e não requer uma visão atualizada constante dos dados, como seria o caso de uma análise em tempo real.

- Alternativa B também não é a mais adequada porque as cargas incrementais frequentes não são necessárias para a análise de tendências de longo prazo e podem sobrecarregar o sistema ao longo do dia.

- A alternativa D é imprópria para a ingestão de grandes lotes de dados históricos já que se refere mais a consultas pontuais, o que não se alinha com o objetivo de análise de tendências de longo prazo.

- A alternativa E está mais direcionada para situações onde é necessário manter sincronia em tempo real entre bases de dados, não sendo o ideal para processamento em lote diário de grandes volumes de dados para análise de tendência.",5434443
tópico 0,Soluções de big data: Arquitetura do ecossistema Spark,"Questão: Em um ambiente de Big Data que emprega o Apache Spark como framework principal para processamento de dados em larga escala, qual dos seguintes componentes é responsável por realizar a orquestração de recursos distribuídos, oferecendo uma abstração para o gerenciamento de tarefas computacionais sobre um cluster?

A) Spark SQL
B) Spark Streaming
C) Spark Core
D) Spark MLlib
E) GraphX

",C,"

Explicação dos itens:

A) Spark SQL é um módulo do Spark para processamento de dados estruturados. Ele permite a execução de queries SQL e pode ser utilizado para trabalhar com dados estruturados e semi-estruturados. Portanto, não é o componente responsável pela orquestração de recursos.

B) Spark Streaming é um módulo do Spark projetado para o processamento de streams de dados em tempo real. Ele habilita o processamento de dados em fluxo contínuo, mas não gerencia a alocação de recursos no cluster.

C) Spark Core é o componente fundamental do ecossistema Spark que fornece a base para as funções de paralelização de dados, agendamento de tarefas e gerenciamento de recursos de cluster. Ele é responsável pela orquestração de recursos distribuídos e execução de tarefas em um ambiente de cluster. Este é o componente correto.

D) Spark MLlib é a biblioteca do Spark para aprendizado de máquina (machine learning). Ela oferece vários algoritmos e utilitários para tarefas de aprendizado de máquina, mas não cuida da orquestração de recursos do cluster.

E) GraphX é o componente para o processamento de grafos e análises de grafos utilizando o Spark. Embora possa executar tarefas sobre dados em forma de grafo, não tem como função a orquestração de recursos em um cluster.",2357673
tópico 0,Ingestão de dados em streaming,"Questão:
A ingestão de dados em streaming é um componente crítico na arquitetura de processamento de dados em tempo real. Qual das seguintes opções melhor descreve uma característica desejável de um sistema eficiente de ingestão de dados em streaming?

A) Alta latência e alto throughput para garantir a integridade dos dados em cargas de trabalho variáveis.
B) Capacidade de lidar apenas com dados estruturados, dado que a maioria dos dados em streaming são bem definidos e uniformes.
C) Tolerância a falhas e a capacidade de se recuperar automaticamente de erros sem a perda de dados.
D) Processamento sincronizado de eventos, de modo que a ordem de chegada dos eventos seja mantida de acordo com a sua criação.
E) Emissão de eventos em batch, priorizando a inteligência de negócios em relação à velocidade de processamento dos dados.

",C,"

Explicação dos itens:

A) Incorreto. A alta latência não é desejável em sistemas de ingestão de dados em streaming, pois esses sistemas precisam processar e disponibilizar dados quase em tempo real. O alto throughput é importante, mas não à custa de aumentar a latência.

B) Incorreto. Embora a ingestão de dados estruturados seja importante, um sistema eficiente também precisa ser capaz de lidar com dados não estruturados e semi-estruturados devido à variedade de fontes de dados em streaming.

C) Correto. A tolerância a falhas é essencial em um sistema de ingestão de dados em streaming, pois ele deve ser capaz de lidar com interrupções e continuar operando sem perda de dados. A recuperação automática de falhas garante a confiabilidade do sistema.

D) Incorreto. Processamento assíncrono de eventos é frequentemente preferível em sistemas de ingestão de dados em streaming, pois permite maior flexibilidade e escalabilidade, mesmo que a ordem dos eventos tenha que ser reconstruída posteriormente se necessário.

E) Incorreto. A emissão de eventos em batch pode ser utilizada em determinados contextos, mas não é uma característica desejável para sistemas que precisam processar dados de streaming em tempo real, onde a velocidade e a imediatez do processamento de eventos são críticos.",3119402
tópico 0,"Arquitetura de cloud computing para ciência de dados (AWS, Azure, GCP)","Questão: Em uma análise comparativa entre os serviços de computação em nuvem fornecidos pelas líderes de mercado AWS, Azure e GCP, um cientista de dados está avaliando as opções de serviços de orquestração de fluxo de trabalho para processamento de dados em larga escala. Qual dos seguintes serviços é incorreto associar à respectiva plataforma de cloud computing?

A) AWS Step Functions - AWS
B) Azure Data Factory - Azure
C) Google Cloud Dataflow - GCP
D) Azure Kubernetes Service - GCP
E) AWS Glue - AWS

",D,"

Explicação:

A) AWS Step Functions é um serviço da AWS que permite coordenar múltiplos serviços da AWS em fluxos de trabalho para aplicações e microsserviços, portanto está corretamente associado.

B) Azure Data Factory é um serviço de integração de dados oferecido pela Microsoft Azure, utilizado para criar, agendar e gerenciar fluxos de trabalho de ETL/ELT, consequentemente está associado corretamente.

C) Google Cloud Dataflow é um serviço totalmente gerenciado para processar dados em tempo real e em lote, parte da Google Cloud Platform, o que torna a associação correta.

D) Azure Kubernetes Service (AKS) é um serviço gerenciado de Kubernetes da Microsoft Azure, não do Google Cloud Platform (GCP). Portanto, a associação está incorreta.

E) AWS Glue é um serviço de ETL gerenciado da AWS, que facilita a preparação e carregamento de dados, corretamente associado à AWS.",8959586
tópico 0,Processamento distribuído,"Questão:  

Considere um sistema de processamento distribuído que implementa o modelo de consistência sequencial. Nele, processos distintos executam em nós separados e podem compartilhar variáveis. Dado este cenário, analise as assertivas abaixo a respeito das garantias dadas por um sistema que adere ao modelo de consistência sequencial:

I. As operações de leitura e escrita ocorrem de maneira atômica em cada variável compartilhada.
II. Se uma operação de escrita 'A' ocorre antes de uma operação de escrita 'B' no mesmo processo, qualquer processo que leia a variável modificada visualizará a operação 'A' antes da 'B'.
III. Os resultados das operações de escrita de um mesmo processo são imediatamente visíveis para todos os outros processos do sistema.
IV. As operações em variáveis compartilhadas por diferentes processos aparecem em uma ordem única, mantendo a consistência do ponto de vista de qualquer processo.

Qual das alternativas abaixo contém apenas assertivas verdadeiras para um sistema de processamento distribuído com modelo de consistência sequencial?

A) I, II e IV.
B) I, III e IV.
C) II e III.
D) I e II.
E) I, II, III e IV.

",A,"

Explicação dos itens:

I. Correto. Em um modelo de consistência sequencial, leituras e escritas são atômicas, significando que uma operação de escrita será realizada por completo antes que outra operação possa ocorrer, garantindo que não haverá intercalação de operações.

II. Correto. O modelo sequencial garante que se uma escrita acontece antes de outra no mesmo processo, essa ordem será preservada na visão de todas as operações subsequente em outros processos que acessam essa variável.

III. Incorreto. A visibilidade das operações de escrita não é necessariamente imediata em todos os processos devido à latência na comunicação e difusão das atualizações entre nós distribuídos.

IV. Correto. Uma característica fundamental do modelo de consistência sequencial é que ele impõe uma ordem única na visão de leituras e escritas de todas as variáveis compartilhadas de forma que pareça ser sequencial e coesa do ponto de vista de qualquer processo, mesmo que as operações sejam realizadas em paralelo.

Portanto, a resposta que inclui apenas assertivas verdadeiras é a (A): I, II e IV.",8902075
tópico 0,Armazenamento de big data,"Questão: Em contextos de Big Data, a eficiência e a escalabilidade do armazenamento de dados são críticas para o suporte ao processamento analítico. Considerando os sistemas de gerenciamento de banco de dados tradicionais e os sistemas projetados para Big Data, é incorreto afirmar que:

A) Sistemas como Hadoop Distributed File System (HDFS) são projetados para lidar com grandes volumes de dados distribuídos em vários nós, oferecendo mecanismos de tolerância a falhas.
B) Sistemas de gerenciamento de banco de dados tradicionais geralmente seguem o modelo ACID, que se preocupa com a atomicidade, consistência, isolamento e durabilidade das transações de dados.
C) Sistemas voltados para Big Data frequentemente utilizam o modelo BASE, que enfatiza a disponibilidade, tolerância a partições, e eventual consistência, em detrimento de garantias estritas de consistência a todo momento.
D) Banco de dados NoSQL, como o Cassandra e o MongoDB, foram desenvolvidos especificamente para atender aos requisitos de consistência transacional e esquemas rígidos dos ambientes de Big Data.

E) O uso de sistemas de processamento em memória, como o Apache Spark, permite a análise de dados em tempo real, aproveitando a velocidade superior de leitura e escrita em comparação ao acesso a discos rígidos.

",D,"

Explicação dos itens:

A) Correto. O HDFS é de fato projetado para operar com grandes conjuntos de dados distribuídos, oferecendo mecanismos robustos de tolerância a falhas, como replicação de dados entre os nós do cluster.

B) Correto. Bancos de dados tradicionais seguem o conjunto de propriedades ACID para garantir transações confiáveis, o que é característico nesses sistemas.

C) Correto. O modelo BASE é comum em sistemas projetados para Big Data e, ao contrário do modelo ACID, enfatiza a disponibilidade e a eventual consistência, reconhecendo que nem sempre é possível manter uma consistência imediata em sistemas distribuídos em larga escala.

D) Incorreto. Bancos de dados NoSQL, como Cassandra e MongoDB, são projetados exatamente para flexibilizar as restrições de consistência transacional e permitir esquemas mais dinâmicos ou mesmo sem esquemas, satisfazendo assim as necessidades de ambientes de Big Data que lidam com dados variados e em grande volume.

E) Correto. Sistemas como Apache Spark permitem processar grandes volumes de dados em memória, proporcionando uma análise mais rápida do que aquela possível com acesso baseado em discos rígidos. Isso é particularmente útil para análises em tempo real ou quase em tempo real.",9787037
tópico 0,Conceitos de processamento massivo e paralelo,"Questão: Em ambientes de computação que requerem o processamento de grandes volumes de dados, o processamento massivo e paralelo tornou-se uma estratégia essencial para melhorar a performance e o tempo de resposta das aplicações. Nesse contexto, qual das seguintes alternativas descreve corretamente uma tecnologia ou técnica utilizada para processamento massivo e paralelo de dados?

A) O modelo ACID garante transações de banco de dados sequenciais para manter a consistência dos dados em sistemas distribuídos.
B) O MapReduce é um framework de programação para processamento de dados em larga escala, operando sobre clusters de computadores e dividindo o trabalho em um conjunto de tarefas independentes.
C) Bancos de dados NoSQL favorecem a consistência imediata dos dados sobre a disponibilidade e tolerância a partições, sendo pouco adequados para ambientes que requerem processamento paralelo.
D) A programação orientada a eventos utiliza alta concorrência e paralelismo, por meio da execução de múltiplos threads para lidar com eventos ao mesmo tempo em sistemas de processamento de transações online (OLTP).
E) Algoritmos sequenciais são melhorados automaticamente pelo sistema operacional para realizar processamento paralelo em hardware multicore sem a necessidade de intervenção do desenvolvedor de software.

",B," Explicação dos itens:
A) Incorreto. O modelo ACID (Atomicidade, Consistência, Isolamento e Durabilidade) é focado em propriedades de transação de banco de dados e não está diretamente ligado ao processamento massivo e paralelo de dados.
B) Correto. O MapReduce é de fato uma técnica/tecnologia utilizada para processamento de dados em grande escala, permitindo a distribuição e processamento em paralelo em um cluster de computadores.
C) Incorreto. Bancos de dados NoSQL foram projetados para escalar horizontalmente e são frequentemente usados em ambientes que requerem processamento paralelo. Eles frequentemente favorecem a disponibilidade e tolerância a partições (Teorema CAP) em detrimento da consistência imediata.
D) Incorreto. A programação orientada a eventos não é sinônimo de processamento massivo e paralelo, embora possa ajudar na concorrência. Essa abordagem se concentra mais na eficiência da execução de programas que lidam com muitos eventos de I/O.
E) Incorroto. Algoritmos sequenciais não são automaticamente melhorados para execução em paralelo; essa é uma tarefa que costuma requerer redesign ou reestruturação do código pelo desenvolvedor para aproveitar eficientemente recursos multicore.",9890009
tópico 0,Processamento distribuído,"Questão: No contexto de processamento distribuído, a consistência dos dados entre múltiplas réplicas que estão geograficamente distribuídas é um desafio considerável. Diversos modelos de consistência têm sido propostos para garantir que operações concorrentes não violem a integridade dos dados. Qual dos seguintes modelos de consistência é conhecido por permitir que réplicas gravem atualizações independentemente e então propaguem essas mudanças eventualmente, tolerando assim disparidades temporárias, mas garantindo a convergência a um estado consistente em momentos de inatividade?

A) Consistência Sequencial
B) Consistência Forte
C) Consistência Eventual
D) Consistência Causal
E) Consistência de Leituras Monótonas

",C,"

Explicação dos itens:

A) Consistência Sequencial - Errado. Este modelo exige que as operações de um mesmo processo sejam vistas por todos os processos na mesma ordem em que foram emitidas, mas não necessariamente em tempo real.

B) Consistência Forte - Errado. Nesse modelo, uma vez que uma atualização de dado é realizada, todas as tentativas subsequentes de acessar esse dado verão essa atualização. Requer que todas as réplicas vejam as operações na mesma ordem.

C) Consistência Eventual - Correto. Sob consistência eventual, todas as réplicas concordam em algum momento no futuro, desde que não haja novas atualizações. As réplicas podem operar independentemente por algum tempo, permitindo algumas inconsistências que são resolvidas eventualmente.

D) Consistência Causal - Errado. Este modelo garante que operações causalmente relacionadas sejam vistas por todos os nós na mesma ordem. Ou seja, se uma operação A causou uma operação B, a operação A será vista antes de B por todos os nós.

E) Consistência de Leituras Monótonas - Errado. Este modelo garante que, se uma leitura de dado específico ocorreu em um ponto do tempo, quaisquer leituras subsequentes por esse mesmo processo retornarão os mesmos dados ou uma versão mais recente deles.",1541843
tópico 0,Ingestão de dados em streaming,"Questão: Em um ecossistema de dados moderno, a capacidade de processar e analisar fluxos de dados em tempo real é fundamental para diversas aplicações, como monitoramento de redes sociais, análise de fraudes financeiras e rastreamento de sensores em IoT. Considerando este contexto, qual das seguintes tecnologias NÃO é adequada para lidar com ingestão de dados em streaming e processamento em tempo real?

A) Apache Kafka
B) Apache Storm
C) MySQL
D) Apache Flink
E) Amazon Kinesis

",C,"

Explicação dos itens:

A) Apache Kafka: É uma plataforma de streaming de dados distribuída que é capaz de publicar, assinar, armazenar e processar streams em tempo real. Está correta para ingestão de dados em streaming.

B) Apache Storm: É um sistema de computação distribuída para processar fluxos de dados em tempo real. Funciona perfeitamente para cenários de processamento de streams em larga escala.

C) MySQL: É um sistema de gerenciamento de banco de dados relacional (RDBMS) baseado em SQL. Embora seja possível inserir dados em tempo real, ele não é projetado para processamento de streaming ou ingestão em alta velocidade, como os demais sistemas especializados em streams.

D) Apache Flink: É um framework e mecanismo de processamento de fluxo de dados aberto que oferece capacidades para processar dados em tempo real e batch de forma eficiente.

E) Amazon Kinesis: É um serviço de streaming de dados na nuvem oferecido pela Amazon Web Services (AWS) que permite processar e analisar dados em tempo real em grande escala.

A alternativa C é a correta, pois o MySQL é um sistema de gerenciamento de banco de dados que não se especializa em ingestão e processamento de dados em streaming como as outras opções citadas, que são ferramentas específicas para esse tipo de tarefa.",9731458
tópico 0,Armazenamento de big data,"Questão: Na implementação de sistemas voltados para o armazenamento e processamento de Big Data, diversas tecnologias podem ser empregadas a fim de gerenciar volumes massivos e heterogêneos de dados. Considerando os sistemas de armazenamento distribuído e as características desejáveis para o manejo eficiente de Big Data, qual das seguintes alternativas melhor descreve uma tecnologia que permite o armazenamento distribuído orientado a colunas e é amplamente utilizada nesse contexto?

A) MongoDB
B) Redis
C) Cassandra
D) MySQL
E) Oracle Database

",C,"

A) MongoDB é um banco de dados NoSQL orientado a documentos, não a colunas, o que o invalida para a resposta correta.
B) Redis é um armazenamento de estrutura de dados em memória, conhecido por sua velocidade e não é orientado a colunas.
C) Cassandra é a resposta correta porque é um banco de dados NoSQL altamente escalável e projetado para gerenciar grandes quantidades de dados distribuídos por muitos servidores, sem pontos de falha únicos e oferece um armazenamento orientado a colunas.
D) MySQL é um sistema de gerenciamento de banco de dados relacional (RDBMS) tradicional e não foi projetado especificamente para o armazenamento distribuído de Big Data.
E) Oracle Database é um RDBMS amplamente utilizado no mercado, mas assim como o MySQL, não é especializado em armazenamento distribuído orientado a colunas para Big Data.",2935059
tópico 0,Conceitos de processamento massivo e paralelo,"Questão: No campo de processamento de dados em larga escala, a utilização de algoritmos e sistemas capazes de processar e analisar grandes volumes de informação de forma rápida e eficiente é crucial. Entre as tecnologias que viabilizam o processamento massivo de dados, algumas se destacam devido ao seu design e escalabilidade. Considerando essas tecnologias, assinale a opção que corretamente identifica uma característica essencial do modelo MapReduce.

A) O modelo MapReduce permite que o mesmo dado seja processado simultaneamente por diferentes nós, garantindo redundância e confiabilidade na recuperação de dados.

B) No MapReduce, o processo de 'reduce' é executado em paralelo com 'map', acelerando o processamento ao dividir as tarefas de maneira equitativa entre os nós disponíveis.

C) A fase de 'shuffle' no MapReduce é opcional e pode ser eliminada para otimizar o desempenho quando os dados já estão pré-agrupados.

D) O MapReduce depende fortemente de Sistemas de Arquivos Distribuídos, como o HDFS, para gerenciar o armazenamento de dados de forma eficiente em todo o cluster.

E) O modelo MapReduce é inerentemente sequencial e não permite o processamento em paralelo de tarefas, concentrando o processamento em um único nó para garantir a integridade dos dados.

",D,"

Explicação dos itens:

A) Incorreto. O MapReduce processa dados em diferentes nós de maneira distribuída, mas não processa o mesmo dado simultaneamente para garantir redundância. Esta característica é relacionada a sistemas que implementam replicação de dados, que é um conceito diferente.

B) Incorreto. A fase de 'reduce' apenas começa após a conclusão da fase de 'map' e não é executada em paralelo com ela. Primeiro todos os 'maps' são processados, e depois ocorre a etapa de 'shuffle' seguida pelo 'reduce'.

C) Incorreto. A fase de 'shuffle' é crucial no processamento MapReduce porque é nela que os dados são reorganizados entre os nós para que os resultados do processo de 'map' possam ser agrupados corretamente antes da fase de 'reduce'.

D) Correto. MapReduce é uma técnica intimamente ligada a Sistemas de Arquivos Distribuídos como o Hadoop Distributed File System (HDFS). Esses sistemas de arquivos desempenham um papel fundamental na distribuição e armazenamento de dados de maneira eficiente ao longo de um cluster, que é essencial para o funcionamento do MapReduce.

E) Incorreto. O modelo MapReduce é projetado para processar dados de forma paralela, distribuindo a carga de trabalho entre vários nós de um cluster para aumentar a eficiência e o desempenho. A afirmativa contradiz diretamente o princípio básico do MapReduce.",6806425
tópico 0,"Arquitetura de cloud computing para ciência de dados (AWS, Azure, GCP)","Questão:
A utilização de serviços de cloud computing para ciência de dados tem se ampliado consideravelmente nos últimos anos. Plataformas como AWS, Azure e GCP oferecem uma gama variada de serviços para armazenamento, processamento e análise de grandes volumes de dados. Considerando as características desses serviços, qual das seguintes afirmações é verdadeira a respeito das capacidades oferecidas por essas plataformas em relação à ciência de dados?

A) AWS Redshift é um serviço de armazenamento de objetos de alta disponibilidade e durabilidade, ideal para hospedar grandes datasets para ciência de dados.
B) Microsoft Azure Machine Learning Studio é uma plataforma colaborativa baseada na nuvem que permite a construção, teste e implantação de modelos de machine learning sem a necessidade de programar.
C) GCP BigTable é um banco de dados relacional altamente escalável que suporta cargas de trabalho de análise em tempo real para aplicações de ciência de dados.
D) AWS SageMaker é uma plataforma que unicamente possibilita o armazenamento de grandes volumes de dados, mas não permite a construção e treinamento de modelos de machine learning.
E) Azure HDInsight é uma ferramenta exclusiva para processamento de dados em tempo real, que não suporta aplicações de batch processing comumente utilizadas em ciência de dados.

",B,"

Explicação dos itens:

A) AWS Redshift é, na verdade, um serviço de data warehousing e não um serviço de armazenamento de objetos. O serviço de armazenamento de objetos da AWS é o S3, que é conhecido por sua alta disponibilidade e durabilidade.

B) Microsoft Azure Machine Learning Studio realmente é uma plataforma baseada em nuvem que oferece um ambiente colaborativo, onde é possível construir, testar e implantar modelos de machine learning, fornecendo uma interface visual que permite que façam isso sem necessariamente escrever códigos.

C) GCP BigTable é um banco de dados NoSQL, e não relacional, projetado para lidar com grandes volumes de dados, oferecendo suporte ao processamento analítico, mas não é especificamente otimizado para transações em tempo real, como sugerido na afirmação.

D) AWS SageMaker é uma plataforma da AWS que permite o provisionamento de instâncias para construir, treinar e implantar modelos de machine learning de forma fácil e integrada, e não serve apenas como um serviço de armazenamento.

E) Azure HDInsight é um serviço que permite processamento de dados tanto em batch quanto em tempo real, utilizando diferentes frameworks como Hadoop, Spark, e Kafka, portanto, a afirmação de que é exclusivo para processamento em tempo real não procede.",8304710
