,topico,tema,enunciado,resposta_certa,explicacao,id
573,tópico 1,Banco de dados NoSQL,"Questão:

Um cientista de dados está projetando uma solução para armazenamento de grandes volumes de dados gerados por dispositivos IoT (Internet of Things) que possuem características variadas e estão em constante evolução. O profissional decidiu adotar uma abordagem NoSQL devido à sua flexibilidade esquemática e capacidade de escalar horizontalmente. Qual dos seguintes tipos de banco de dados NoSQL é mais adequado para lidar com a necessidade de armazenar e consultar dados semi-estruturados de maneira eficiente, considerando que a estrutura dos dados pode mudar com o tempo?

A) Bancos de dados chave-valor, pois são otimizados para cenários onde a leitura e escrita de pares de chave-valor são as operações principais.

B) Bancos de dados de colunas largas, ideais para armazenar tabelas com um grande número de colunas e linhas, mantendo a eficiência nas operações de I/O.

C) Bancos de dados de documentos, pois permitem o armazenamento de documentos semi-estruturados em formatos como JSON, facilitando a evolução da estrutura dos dados.

D) Bancos de dados baseados em grafos, recomendados para cenários onde as relações entre os dados são tão importantes quanto os próprios dados.

E) Bancos de dados de série temporal, especialmente desenhados para manipular sequências de dados ao longo do tempo, comuns em medições de sensores IoT.

",C,"

Explicação dos itens:

A) Bancos de dados chave-valor são simples e eficientes para cenários onde o acesso rápido a um valor com base em uma chave é necessário, mas eles não oferecem suporte nativo para estruturas de dados complexas e semi-estruturadas.

B) Bancos de dados de colunas largas são adequados para consultas analíticas sobre grandes conjuntos de dados, mas não são especializados no armazenamento de dados semi-estruturados que podem variar em estrutura com o tempo.

C) Bancos de dados de documentos são projetados para armazenar e gerenciar dados semi-estruturados, tornando-os ideais para cenários IoT onde a estrutura dos dados pode evoluir com facilidade, devido ao suporte para formatos como JSON, que permitem a inclusão e modificação de campos sem a necessidade de redefinir o esquema de todo o banco.

D) Bancos de dados baseados em grafos são excelentes para modelar dados interconectados, mas não são especificamente orientados para lidar com grandes volumes de dados semi-estruturados em constante evolução típicos em cenários de IoT.

E) Bancos de dados de série temporal são ótimos para armazenar informações que são coletadas em intervalos regulares de tempo, como leituras de sensores. No entanto, eles não são adequados para dados com estruturas variáveis e evolutivas.",4991402
583,tópico 1,Álgebra relacional e SQL (padrão ANSI),"Questão: Considerando o modelo relacional e a linguagem de consulta SQL padrão ANSI, analise as seguintes operações e afirmativas relacionadas:

I. A operação de projeção elimina colunas duplicadas no resultado da consulta.
II. A operação de seleção é responsável por filtrar tuplas com base em condições especificadas.
III. O comando SQL ""SELECT DISTINCT nome_coluna FROM tabela"" é equivalente a aplicar a operação de projeção seguida da eliminação de duplicatas na coluna ""nome_coluna"".
IV. A junção natural (NATURAL JOIN) entre duas tabelas combina as linhas com base em todas as colunas com nomes em comum.
V. Quando se fala em agrupamento (GROUP BY), estamos referindo-nos a uma operação de álgebra relacional que coleta dados de várias linhas e fornece um único resultado de alguma forma agregada para cada grupo de linhas.

Assinale a opção que contém apenas afirmativas corretas.

A) I, II e IV
B) I, III e V
C) II, III e IV
D) II, III e V
E) I, II e V

",C," 
A afirmativa I está correta porque a operação de projeção (π) na álgebra relacional seleciona apenas as colunas especificadas de uma relação e elimina linhas duplicadas no resultado final. A afirmativa II também está correta; a operação de seleção (σ) filtra as tuplas que satisfazem uma condição específica. A afirmativa III é verdadeira, pois o comando ""SELECT DISTINCT"" em SQL realiza uma projeção e remove duplicatas, simulando o comportamento da operação de projeção na álgebra relacional. A afirmativa IV está correta, pois o NATURAL JOIN combina linhas de duas tabelas baseando-se no nome da coluna e valores em comum. A afirmativa V é incorreta; o GROUP BY em SQL é utilizado para agrupamentos, mas a álgebra relacional se refere a essa operação como agrupamento (GROUP) e não utiliza o termo GROUP BY, o qual é específico do SQL.",8886276
589,tópico 1,Álgebra relacional e SQL (padrão ANSI),"Questão: Suponha duas relações em um banco de dados relacional: FUNCIONARIO(F_Id, F_Nome, F_DepartamentoId) e DEPARTAMENTO(D_Id, D_Nome). A relação FUNCIONARIO registra os funcionários de uma empresa, com seus respectivos nomes e o identificador do departamento ao qual estão vinculados. A relação DEPARTAMENTO registra os departamentos existentes na empresa, com seus respectivos identificadores e nomes. Considerando o esquema acima e sabendo que o objetivo é listar todos os nomes dos funcionários juntamente com o nome do departamento a que estão associados, qual das seguintes expressões em Álgebra Relacional e SQL (padrão ANSI) retornará o resultado esperado?

A) Álgebra Relacional: π_F_Nome, D_Nome (FUNCIONARIO ⨝ F_DepartamentoId = D_Id DEPARTAMENTO)
   SQL: SELECT F.F_Nome, D.D_Nome FROM FUNCIONARIO F INNER JOIN DEPARTAMENTO D ON F.F_DepartamentoId = D.D_Id

B) Álgebra Relacional: FUNCIONARIO × DEPARTAMENTO
   SQL: SELECT F.F_Nome, D.D_Nome FROM FUNCIONARIO F, DEPARTAMENTO D

C) Álgebra Relacional: FUNCIONARIO ∪ DEPARTAMENTO
   SQL: SELECT F.F_Nome, D.D_Nome FROM FUNCIONARIO F UNION SELECT D.Id, D.D_Nome FROM DEPARTAMENTO D

D) Álgebra Relacional: π_F_Nome (FUNCIONARIO) ⨝ π_D_Nome (DEPARTAMENTO)
   SQL: SELECT F.F_Nome FROM FUNCIONARIO F INNER JOIN (SELECT D_Nome FROM DEPARTAMENTO) D

E) Álgebra Relacional: σ_F_DepartamentoId=D_Id (FUNCIONARIO × DEPARTAMENTO)
   SQL: SELECT F.F_Nome, D.D_Nome FROM FUNCIONARIO F CROSS JOIN DEPARTAMENTO D WHERE F.F_DepartamentoId = D.D_Id

",A,"

Explicação dos itens:

A) Correta. A expressão de Álgebra Relacional utiliza uma junção natural (⨝) que relaciona as duas tabelas pelo campo de departamento, retornando somente as colunas de interesse (F_Nome e D_Nome). A consulta SQL correspondente aplica uma junção interna (INNER JOIN) entre as tabelas FUNCIONARIO e DEPARTAMENTO usando o campo F_DepartamentoId para corresponder ao campo D_Id, o que é apropriado para o resultado esperado.

B) Incorreta. A expressão em Álgebra Relacional representa o produto cartesiano, o que resultaria em uma combinação de todos os funcionários com todos os departamentos, sem se preocupar com a correspondência entre os IDs de departamento. A consulta SQL equivale ao produto cartesiano e não inclui qualquer condição de junção, o que levantaria o mesmo problema.

C) Incorreta. A operação de união em Álgebra Relacional (UNION) é inadequada aqui, pois estamos buscando uma combinação de dados de duas tabelas diferentes baseadas em um critério comum (ID do departamento), e não uma união de registros similares. Além disso, a sintaxe SQL está incorreta, pois tenta unir duas consultas completamente diferentes sem a devida correspondência entre as colunas.

D) Incorreta. A expressão da Álgebra Relacional propõe uma junção entre projeções das duas tabelas, mas a sintaxe está incompleta e não estabelece a condição de correspondência entre os IDs de departamento. A consulta SQL também está errada, pois junta a tabela FUNCIONARIO com uma subconsulta que seleciona apenas o nome do departamento, sem estabelecer uma condição de junção adequada.

E) Incorreta. Embora a seleção após o produto cartesiano na expressão da Álgebra Relacional (σ) produzisse o resultado correto, não é a forma mais eficiente de realizar a operação e causaria processamento desnecessário. O SQL correspondente utiliza um CROSS JOIN, que é um produto cartesiano seguido de uma cláusula WHERE para estabelecer a correspondência entre os IDs de departamento. Embora isso possa, em última instância, produzir o resultado correto, não é o método padrão de execução para essa operação, sendo o INNER JOIN a forma mais canônica e legível de escrever essa consulta.",9887198
634,tópico 2,Contexto de IA: Normalização numérica,"Questão: Em aprendizado de máquina, a normalização dos dados é uma etapa crucial no pré-processamento antes de alimentar os modelos com os dados. Esta técnica é importante para assegurar que atributos numéricos estejam na mesma escala, o que pode aumentar a performance e a estabilidade dos algoritmos. Considerando as técnicas de normalização mais comuns, analise as seguintes afirmações:

I. A normalização Min-Max redimensiona os dados para um intervalo fixo, tipicamente 0 a 1, e é sensível a outliers.
II. A normalização Z-Score centraliza os dados em torno da média (com média zero) e os redimensiona em termos de desvio padrão.
III. A escala logarítmica pode ser considerada uma forma de normalização e é particularmente útil quando os dados apresentam uma distribuição exponencial ou com uma grande gama de valores, diminuindo o efeito de valores extremos.

Quais afirmações estão corretas?

A) Apenas I e II.
B) Apenas II e III.
C) Apenas I e III.
D) Todas estão corretas.
E) Apenas III.

",D,"

Explicação dos itens:
- A afirmação I está correta porque a normalização Min-Max é de fato uma técnica que redimensiona os dados para um intervalo fixo, normalmente entre 0 e 1, e pode ser afetada por valores discrepantes, ou outliers, já que estes valores extremos influenciam os valores mínimos e máximos usados para o redimensionamento.
- A afirmação II também está correta, pois a normalização Z-Score (ou standardização) reescala os dados para que tenham média igual a 0 e desvio padrão igual a 1. Este método não fixa os dados em um intervalo específico, mas os redimensiona em função do desvio padrão, reduzindo o impacto de outliers por não depender diretamente dos valores mínimos e máximos.
- A afirmação III é verdadeira porque a aplicação da escala logarítmica pode ser considerada uma técnica de normalização, já que transforma dados com distribuições não uniformes ou skewness em uma escala mais tratável, minimizando a influência de outliers e tornando a distribuição mais próxima de uma distribuição normal.",5134992
635,tópico 2,Contexto de IA: Matching - Tratamento dos dados,"Questão: Em um sistema de Inteligência Artificial focado em algoritmos de Matching para recomendação de parceiros profissionais, o tratamento dos dados é uma etapa crucial para determinar a acurácia das sugestões fornecidas aos usuários. Sobre o pré-processamento desses dados, considere as seguintes afirmações:

I. A normalização dos dados é fundamental para garantir que atributos de diferentes escalas tenham um impacto proporcional no algoritmo de matching.

II. A imputação de valores faltantes pode ser realizada por métodos estatísticos básicos, como a inserção do valor médio, ou por técnicas mais sofisticadas, como imputação multivariada ou utilizando algoritmos de aprendizado de máquina.

III. A codificação one-hot é indispensável para todos os tipos de variáveis categóricas, independente do algoritmo de matching utilizado.

É correto o que se afirma em:

A) I, apenas.
B) II, apenas.
C) I e II, apenas.
D) II e III, apenas.
E) I, II e III.

",C," 

Explicação dos itens:

I. Correto. A normalização dos dados ajudar a equilibrar a contribuição de cada atributo, o que é essencial em muitos algoritmos de matching, especialmente quando as escalas variam significativamente entre si.

II. Correto. A imputação de valores faltantes é uma etapa comum do pré-processamento. Pode ser realizada através de métodos estatísticos simples ou métodos mais avançados, dependendo da natureza dos dados e do impacto esperado nos resultados do algoritmo de matching.

III. Incorreto. A codificação one-hot é uma técnica útil para transformar variáveis categóricas em um formato que modelos de aprendizado de máquina podem utilizar. No entanto, nem sempre é indispensável. Alguns algoritmos podem trabalhar diretamente com rótulos categóricos, e em outros casos pode-se utilizar abordagens diferentes, como a codificação ordinal ou outros métodos de embedding.",2458371
636,tópico 2,Contexto de IA: Data cleansing,"Questão: Em projetos de Inteligência Artificial (IA), especialmente em tarefas de Machine Learning, a fase de limpeza de dados, ou Data Cleansing, é crucial para garantir a qualidade dos modelos preditivos. Considere a seguinte situação: um cientista de dados se depara com um conjunto de dados que contém muitos valores ausentes, outliers, dados duplicados e inconsistências nos tipos de dados. Qual das seguintes alternativas apresenta uma abordagem apropriada para tratar esses problemas antes de treinar o modelo de IA?

A) Ignorar a presença de outliers, pois modelos de IA são robustos e podem lidar automaticamente com essas anomalias durante o treinamento.
B) Preencher os valores ausentes com a média, mediana ou moda dos dados, conforme aplicável, e realizar a normalização ou padronização para mitigar o impacto dos outliers.
C) Excluir toda a linha de dados que possua pelo menos um valor ausente, a fim de garantir que todos os dados utilizados no modelo sejam completos.
D) Manter dados duplicados, pois eles podem ajudar a aumentar o tamanho do conjunto de dados, melhorando assim o desempenho do modelo.
E) Converter todos os dados para o mesmo tipo, independentemente do contexto, garantindo que o modelo não encontre problemas durante o processamento dos dados.

",B," 

A alternativa A é incorreta porque, embora certos modelos de IA, como as Redes Neurais, possam ser menos sensíveis a outliers, muitos modelos são afetados significativamente por eles, portanto, é importante tratar os outliers adequadamente ao invés de simplesmente ignorá-los.

A alternativa B é a correta, pois oferece técnicas geralmente aceitas para tratar os valores ausentes (preenchendo-os com média, mediana ou moda) e sugere a normalização ou padronização para reduzir o impacto dos outliers, sem perder informações valiosas que outros registros válidos podem conter.

A alternativa C é uma abordagem muito drástica e pode levar a uma perda significativa de dados, particularmente em grandes conjuntos de dados onde os valores ausentes estão espalhados de forma dispersa.

A alternativa D é incorreta porque a presença de dados duplicados pode levar a um viés no modelo e prejudicar a capacidade do modelo de generalizar a partir dos dados de treino.

A alternativa E não é apropriada pois a conversão de todos os dados para o mesmo tipo sem levar em conta o contexto pode resultar em perda de informação. Por exemplo, converter números representativos de categorias em contínuos pode levar a interpretações errôneas pelos algoritmos de Machine Learning.",4083630
637,tópico 2,Contexto de IA: Discretização,"Questão:
Nos processos de pré-processamento de dados para aplicações em Inteligência Artificial, a discretização é uma etapa que pode ser crítica, uma vez que transforma variáveis contínuas em variáveis categóricas. Sobre os métodos de discretização, é correto afirmar que:

A) A discretização por largura igual divide o intervalo dos dados em segmentos que contêm aproximadamente o mesmo número de pontos de dados.
B) A discretização por frequência igual segmenta os dados com base em intervalos que abrangem a mesma amplitude, independentemente do número de pontos de dados em cada segmento.
C) O método de discretização baseado em cluster utiliza algoritmos de agrupamento, como K-means, para dividir as variáveis contínuas em categorias que reflitam a estrutura natural dos dados.
D) A discretização por árvore de decisão utiliza árvores de decisão para aprender os pontos de corte ideais para as categorias baseando-se em uma medida de impureza, como o índice Gini ou a entropia.
E) Métodos de discretização por contagem de observações são amplamente utilizados em dados de séries temporais, visto que consideram explicitamente a dimensão temporal na divisão dos intervalos.

",C,"
A discretização é um processo que transforma variáveis contínuas em variáveis categóricas, agrupando os valores contínuos em intervalos. A resposta correta é a alternativa C. 
Explicações dos itens:
A) Incorreto. A discretização por largura igual divide os dados em intervalos de largura idêntica, não considerando a densidade de pontos de dados em cada segmento.
B) Incorreto. A afirmação descreve corretamente a discretização por largura igual em vez de por frequência igual. Na discretização por frequência igual, o número de pontos em cada intervalo é que é mantido aproximadamente constante, não a amplitude dos intervalos.
C) Correto. O método baseado em cluster usa os resultados de um algoritmo de agrupamento para definir os cortes das categorias, levando em consideração a distribuição dos dados e buscando manter a semelhança dentro de cada grupo formado.
D) Correto. Este método utiliza árvores de decisão para determinar os melhores pontos de corte que maximizem a pureza dos nós resultantes segundo alguma medida estatística, como a entropia ou o índice de Gini.
E) Incorreto. Métodos de discretização que consideram a contagem de observações geralmente não são aplicados especificamente a séries temporais; além disso, eles não necessariamente levam em conta a dimensão temporal na discretização.",1333062
638,tópico 2,Contexto de IA: Normalização numérica,"Questão:
Dentro do contexto de desenvolvimento de modelos de aprendizado de máquina, a normalização dos dados é uma prática comum que visa trazer diferentes escalas de atributos para um patamar comum, facilitando a convergência dos algoritmos durante o treinamento. Em relação às técnicas de normalização numérica, analise as afirmativas a seguir e marque a opção correta:

I. A normalização Min-Max escala todos os pontos de dados para que fiquem no intervalo de 0 a 1, mas é sensível a outliers.
II. A normalização Z-score, ou Standard Score, consiste em subtrair a média e dividir pelo desvio padrão dos dados, produzindo uma distribuição com média 0 e desvio padrão 1.
III. O método de normalização decimal escala os dados dividindo-os pelo valor máximo absoluto de cada atributo, resultando em valores entre -1 e 1.
IV. Normalização não é adequada para modelos baseados em árvore de decisão, pois esses modelos são sensíveis apenas à ordem dos dados, não à escala.

A) Apenas as afirmativas I e II estão corretas.
B) Apenas as afirmativas II e III estão corretas.
C) Apenas as afirmativas I, II e III estão corretas.
D) Todas as afirmativas estão corretas.
E) Nenhuma das afirmativas está correta.

",A,"

Explicação dos itens:

I. Correto. A normalização Min-Max de fato escala os dados no intervalo [0, 1], mas pode ser influenciada por outliers, que distorcem a escala e, com isso, o desempenho do modelo.
II. Correto. A normalização Z-score ajusta os dados para terem uma média igual a 0 e desvio padrão igual a 1, sendo menos sensível a outliers do que a normalização Min-Max.
III. Incorreto. O método descrito é conhecido como ""Escala de unidade de comprimento"" ou ""Normalização L2"", que divide os valores pelo comprimento do vetor em n-dimensões, e não pelo valor máximo.
IV. Incorreto. Embora modelos baseados em árvore de decisão sejam, de fato, invariantes à escala, pois são baseados em ordenação, a afirmação é falha ao sugerir que a normalização ""não é adequada"". Existem situações, como na integração com outros modelos ou quando se utilizam ensembles de árvores, em que normalizar pode ser útil ou necessário.

Portanto, as afirmativas I e II são corretas, fazendo da alternativa A a correta.",7475678
639,tópico 2,Contexto de IA: Tratamento de outliers e agregações,"Questão: Em um projeto de Inteligência Artificial, um cientista de dados está trabalhando com uma grande base de dados para análise preditiva. Durante a fase de pré-processamento dos dados, foi identificada a presença de outliers que podem afetar a performance do modelo. Assumindo que os dados seguem uma distribuição aproximadamente normal, qual abordagem para o tratamento de outliers pode ser considerada adequada sem perda significativa de informações relevantes?

A) Eliminar todos os valores que estejam a mais de 1 desvio padrão da média, pois isso garante a retirada de qualquer possível outlier.
B) Aplicar uma transformação logarítmica nos dados para atenuar o impacto dos outliers, assumindo que a variável é positiva e sem zeros.
C) Substituir os outliers pelos valores médios de suas respectivas variáveis para minimizar o impacto na média e na variância.
D) Utilizar a técnica de capping, definindo um limite inferior e superior baseado no IQR (Intervalo Interquartílico), tal como valores abaixo de Q1 - 1.5*IQR e acima de Q3 + 1.5*IQR.
E) Ignorar a presença dos outliers, uma vez que modelos preditivos de inteligência artificial são imunes às distorções causadas por esses pontos atípicos.

",D," 

Explicação dos itens:
A) Eliminar todos os valores a mais de 1 desvio padrão da média pode resultar na perda de dados que não são verdadeiros outliers, uma vez que em uma distribuição normal cerca de 68% dos dados estão dentro de 1 desvio padrão da média; essa abordagem poderia remover muitos dados válidos.
B) A transformação logarítmica é uma técnica útil, mas não necessariamente apropriada para todos os casos, principalmente se houver valores zero ou negativos na variável em questão, o que poderia tornar a transformação inviável ou inapropriada.
C) Substituir os outliers pelos valores médios pode distorcer a distribuição dos dados, particularmente se houver muitos outliers, e não aborda a questão de identificar corretamente os outliers.
D) O uso do IQR para identificar os outliers é uma abordagem robusta e amplamente aceita, minimiza a perda de dados não atípicos e lida bem com dados que seguem uma distribuição aproximadamente normal. Esta é a alternativa correta por oferecer um equilíbrio eficaz entre a remoção de outliers e a retenção de dados válidos.
E) Ignorar os outliers é uma estratégia arriscada, especialmente em modelos preditivos, já que a presença de outliers pode afetar a acurácia do modelo e distorcer as predições. Não é verdade que modelos de IA são imunes a eles.",926725
640,tópico 2,Contexto de IA: Enriquecimento,"Questão: A aplicação de técnicas de enriquecimento de dados é uma etapa vital para a melhoria dos resultados em projetos de Inteligência Artificial. O enriquecimento consiste em adicionar dados de fontes externas ou derivar novos atributos a partir dos dados já existentes para aumentar a qualidade dos insights analíticos e a performance dos modelos de machine learning. Considerando as abordagens para o enriquecimento de dados, qual das opções a seguir apresenta um exemplo adequado deste processo?

A) Excluir todos os registros que possuem valores nulos para garantir a integridade do modelo preditivo.
B) Realizar uma normalização dos dados para que atributos numéricos possuam a mesma escala.
C) Incorporar dados demográficos de uma região ao analisar o comportamento de compra dos consumidores.
D) Reduzir a dimensionalidade dos dados utilizando PCA (Principal Component Analysis) para evitar a maldição da dimensionalidade.
E) Fragmentar o conjunto de dados em conjuntos menores para realizar validação cruzada e garantir a generalização do modelo.

",C,"

Explicação dos itens:

A) Incorreto, porque a exclusão de registros é uma forma de limpeza de dados, não de enriquecimento. Embora possa ser importante para garantir a qualidade do conjunto de dados, ela não acrescenta novas informações.

B) Incorreto, a normalização é um pré-processamento para uniformizar a escala dos dados mas não adiciona informação externa ou deriva novos atributos.

C) Correto, porque a adição de dados demográficos é um exemplo clássico de enriquecimento de dados, onde os dados existentes são enriquecidos com informações adicionais que podem ser altamente relevantes para modelos preditivos.

D) Incorreto, o uso de PCA é uma forma de transformação de dados para reduzir complexidade, não para enriquecer. Trata-se de extrair os componentes mais significativos e não de adicionar novos dados.

E) Incorreto, pois a validação cruzada é uma técnica de avaliação de modelos e não está relacionada ao enriquecimento dos dados.",8987633
641,tópico 2,Contexto de IA: Tratamento de dados ausentes,"Questão: Em um projeto de Inteligência Artificial, a etapa de pré-processamento de dados é crucial para assegurar a qualidade do conjunto de dados que será utilizado. Um desafio comum nesse estágio é o tratamento de dados ausentes. Assumindo que você possui um conjunto de dados com múltiplas instâncias faltantes, qual das seguintes técnicas é inadequada para tratar dados ausentes no contexto de aprendizado de máquina?

A) Imputação usando a média, mediana ou moda.
B) Utilização de algoritmos que suportam dados faltantes, como Random Forest.
C) Eliminação de todas as instâncias que possuem pelo menos um valor ausente.
D) Preenchimento dos dados ausentes com o valor mais frequente de uma categoria distinta e não presente no dataset.
E) Substituição dos dados ausentes por valores gerados por um modelo de aprendizado de máquina como KNN-Imputer.

",D,"

Explicação:

A) A imputação usando a média, mediana ou moda é uma técnica comum para lidar com dados ausentes e é particularmente útil para atributos numéricos; não é inadequada.

B) Alguns algoritmos de aprendizado de máquina, como Random Forest, têm mecanismos para lidar com dados ausentes e podem ser usados diretamente sem a necessidade de imputação; portanto, não é uma técnica inadequada.

C) A eliminação de instâncias com valores ausentes é uma abordagem direta, especialmente quando poucos registros estão incompletos; essa técnica é drástica mas não é considerada inadequada em todos os cenários.

D) Preencher dados ausentes com um valor de uma categoria que não está presente no dataset pode introduzir ruído e distorções significativas, pois cria uma nova categoria sem qualquer base na realidade dos dados. Esta abordagem é inadequada porque pode afetar negativamente a integridade do modelo e prejudicar a precisão das predições.

E) A substituição dos dados ausentes por valores gerados por um modelo de aprendizado de máquina, como o KNN-Imputer, é uma técnica avançada que pode levar em conta a estrutura de interdependência dos dados, sendo assim uma técnica válida.",1226517
642,tópico 2,Contexto de IA: Algoritmos fuzzy matching e stemming,"Questão: Em sistemas de recuperação de informações, é essencial implementar técnicas que capacitem o mecanismo de busca a encontrar resultados que sejam relevantes mesmo quando as consultas não correspondam exatamente aos termos contidos nos documentos. Nesse sentido, analise as seguintes afirmações sobre as técnicas de fuzzy matching e stemming utilizadas em algoritmos de inteligência artificial:

I. Fuzzy matching é uma técnica que permite a correspondência de padrões onde a query não precisa ser idêntica à informação armazenada, admitindo um certo grau de erro ou variação.

II. Stemming é um processo em que se reduz uma palavra à sua raiz ou forma base, permitindo que variações de uma palavra sejam correlacionadas ao mesmo conceito base.

III. Fuzzy matching é ideal para corrigir erros ortográficos em consultas de busca, mas não é eficaz em identificar sinônimos ou conceitos semanticamente relacionados.

IV. O processo de stemming sempre melhora a precisão dos resultados de busca, pois reduz a complexidade do vocabulário ao essencial.

V. A utilização conjunta de fuzzy matching e stemming pode aumentar a abrangência do sistema de busca, mas pode também incluir resultados irrelevantes se não for bem ajustada aos requisitos do contexto de informação.

Está(ão) correta(s) apenas a(s) seguinte(s) afirmação(ões):

A) I e II
B) II e IV
C) I, II e V
D) III e V
E) Todas estão corretas

",C,"

Explicação dos itens:

A) Item I e II estão corretos. Entretanto, a opção A não inclui o item V, que também está correto.

B) Item II está correto, porém, o item IV é equivocado, pois o processo de stemming pode, em algumas situações, levar à perda de informações relevantes, prejudicando a precisão dos resultados ao invés de melhorá-la.

C) Itens I, II e V estão corretos. O fuzzy matching permite correspondência aproximada que é útil para lidar com erros e variações. Stemming reduz palavras a uma forma base, melhorando a capacidade de correlacionar termos semelhantes. Além disso, a combinação das duas técnicas pode aumentar a abrangência, mas também há risco de inclusão de resultados irrelevantes.

D) O item III está incorreto porque o fuzzy matching pode ser útil não apenas para corrigir erros ortográficos, mas também, dependendo da implementação, pode ajudar a detectar sinônimos se algoritmos mais sofisticados forem utilizados. O item V está correto.

E) O item IV invalida a opção E, uma vez que sugere que o stemming sempre melhora a precisão, o que não é uma verdade absoluta. As técnicas dependem da implementação e do contexto para determinar se há melhoria na precisão.",1111142
643,tópico 2,Contexto de IA: Desidentificação de dados sensíveis,"Questão: No contexto de Inteligência Artificial e proteção de dados, a desidentificação de dados sensíveis é uma prática crucial para garantir a privacidade dos indivíduos. A aplicação de técnicas específicas para a desidentificação efetiva de conjuntos de dados antes de sua utilização em sistemas de IA é essencial. Dentre as opções abaixo, qual representa uma técnica válida e frequentemente adotada para a desidentificação de dados sensíveis?

A) Criptografia de ponta
B) Generalização dos dados
C) Anotação manual de informações
D) Enriquecimento de dados
E) Uso de dados em tempo real

",B," 

Explicação dos itens:
A) Criptografia de ponta: Refere-se a um forte mecanismo de segurança da informação que visa proteger os dados durante a transmissão, mas não modifica estruturalmente os dados e, portanto, não é uma técnica de desidentificação.
B) Generalização dos dados: É um método de desidentificação que envolve a modificação de valores de dados para expandir a identificação de indivíduos a um grupo maior, tornando os dados menos distintivos e menos rastreáveis a uma pessoa específica. É uma técnica válida para reduzir a granularidade da informação.
C) Anotação manual de informações: Não é um método de desidentificação; ao contrário, é um processo de adição de metadados ou informações de contexto a um conjunto de dados.
D) Enriquecimento de dados: Essa técnica objetiva melhorar a qualidade ou o valor dos dados agregando mais informações, o que pode incluir a adição de dados sensíveis em vez de removê-los ou desidentificá-los.
E) Uso de dados em tempo real: Essa opção descreve uma função de processamento de dados e não uma técnica de desidentificação. Utilização de dados em tempo real é a capacidade de processar continuamente os dados conforme eles são coletados.",8244521
644,tópico 2,Contexto de IA: Deduplicação,"Questão: Na implementação de uma solução de inteligência artificial (IA) para o gerenciamento de dados em grande escala, uma das tarefas críticas é a deduplicação de informações. Esta prática envolve a identificação e remoção de cópias redundantes de dados repetidos. Ao projetar um sistema de deduplicação baseado em IA, qual das seguintes estratégias NÃO é comumente utilizada para otimizar o processo de identificação de duplicatas?

A) Empregar algoritmos de hashing para gerar assinaturas únicas dos dados e facilitar a comparação eficiente entre eles.

B) Utilizar redes neurais convolucionais para reconhecer padrões complexos e similares em conjuntos de dados de imagens.

C) Implementar técnicas de aprendizado de máquina supervisionado, usando sets de dados previamente etiquetados com duplicatas para ensinar o modelo.

D) Adotar abordagens de aprendizado profundo não supervisionado para descobrir automaticamente representações de dados que possam indicar duplicidade.

E) Incrementar periodicamente o volume de dados processados para garantir que o sistema de IA se torne mais preciso na detecção de duplicatas.

",E,"

A alternativa A está incorreta porque algoritmos de hashing são, de fato, uma técnica comum para a deduplicação, já que permitem criar um resumo da informação que pode ser comparado rapidamente. A alternativa B também está incorreta, já que redes neurais convolucionais são úteis em deduplicar conjuntos de dados visuais, reconhecendo padrões que indicam duplicidade. A alternativa C é errônea porque a aprendizagem de máquina supervisionada, com dados anotados indicando exemplos de duplicatas, é uma técnica padrão para treinar um sistema a identificar esses casos. A alternativa D é igualmente inválida como resposta, pois o aprendizado profundo não supervisionado pode ser empregado para aprender características dos dados sem a necessidade de etiquetas, o que pode ser eficaz na detecção de duplicatas. A alternativa E é a correta porque simplesmente incrementar o volume de dados processados não otimiza o processo de deduplicação e, sem estratégias adequadas de tratamento e aprendizado, pode, na verdade, diminuir a precisão e eficiência do sistema na detecção de duplicações.",3120219
